,Company,TypeName,CPU_Frequency (GHz),RAM (GB),GPU_Company,Weight (kg),Price (Euro),Touchscreen,Ips,ppi,CPU,CPU_Tier,HDD,SSD,GPU_Tier,OS
710,Lenovo,Gaming,2.8,8,Nvidia,2.5,1249.0,0,1,141.21199808219862,Core i7,4,1000,128,3,Windows
711,Dell,Notebook,2.8,8,Nvidia,1.64,1089.0,0,0,157.3505121487356,Core i5,3,0,256,2,Other
712,Dell,Notebook,2.5,8,Intel,1.98,726.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Other
713,Asus,Notebook,1.1,4,Intel,1.5,298.0,0,0,157.3505121487356,Celeron,1,0,0,2,Windows
714,Dell,Notebook,2.6,16,Intel,1.93,1426.66,0,0,141.21199808219862,Core i5,3,0,512,2,Windows
715,Lenovo,Notebook,2.5,8,Nvidia,1.87,857.07,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
716,Dell,Notebook,2.6,8,Intel,1.9,1179.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
717,Lenovo,Notebook,2.0,4,AMD,2.19,298.0,0,0,100.45466986113651,A6-Series,1,500,0,2,Windows
718,Mediacom,Notebook,1.92,4,Intel,1.4,265.0,0,1,161.72539083525606,Atom,1,32,0,2,Windows
719,HP,Notebook,2.7,8,Nvidia,2.63,1200.0,0,0,127.33567457123111,Core i7,4,0,256,2,Windows
720,Lenovo,Ultrabook,2.5,8,Intel,1.17,1686.64,0,1,209.8006828649808,Core i7,4,0,512,2,Windows
721,HP,2 in 1 Convertible,2.5,8,Intel,1.58,836.6,1,1,117.82653006268643,Core i5,3,0,256,2,Windows
722,Lenovo,Ultrabook,2.5,8,Intel,1.32,1499.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
723,Dell,Gaming,2.8,32,Nvidia,4.36,3659.4,0,0,254.67134914246222,Core i7,4,1000,1000,4,Windows
724,MSI,Gaming,2.8,8,Nvidia,2.7,1348.48,0,0,127.33567457123111,Core i7,4,1000,128,3,Windows
725,Lenovo,Notebook,2.5,4,Intel,1.9,489.9,0,0,100.45466986113651,Core i5,3,1000,0,2,Other
726,Dell,Notebook,1.6,8,AMD,2.2,719.0,0,0,141.21199808219862,Core i5,3,1000,128,2,Windows
727,Dell,2 in 1 Convertible,2.4,4,Intel,1.71,649.0,1,0,165.6321180513006,Core i3,2,1000,0,2,Windows
728,Dell,Notebook,2.5,8,AMD,2.32,589.52,0,0,100.45466986113651,Core i5,3,1000,0,2,Other
729,HP,Notebook,3.0,4,AMD,2.1,489.0,0,0,141.21199808219862,A9-Series,1,1000,0,2,Windows
730,Acer,Gaming,2.6,16,Nvidia,4.2,1935.0,0,1,127.33567457123111,Core i7,4,1000,128,4,Windows
731,Dell,Notebook,2.5,12,Intel,2.25,649.0,0,0,100.45466986113651,Core i5,3,1000,0,2,Windows
732,HP,Notebook,3.0,6,AMD,2.1,650.0,0,0,141.21199808219862,A9-Series,1,1000,128,2,Windows
733,Acer,Notebook,2.5,4,Intel,2.4,559.0,0,0,100.45466986113651,Core i5,3,500,0,2,Windows
734,Lenovo,Notebook,2.5,8,Intel,1.44,960.0,0,1,165.6321180513006,Core i5,3,0,256,2,Windows
735,Lenovo,Notebook,2.7,4,Intel,1.85,779.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
736,HP,Workstation,2.8,16,Nvidia,2.6,2419.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
737,Dell,2 in 1 Convertible,1.6,8,Intel,1.55,659.0,1,0,165.6321180513006,Core i5,3,1000,0,2,Windows
738,MSI,Gaming,2.8,16,Nvidia,1.8,2094.48,0,0,141.21199808219862,Core i7,4,1000,256,4,Windows
739,Acer,Notebook,2.0,4,Intel,2.4,410.8,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
740,Dell,Notebook,2.7,8,Nvidia,2.0,1207.0,0,0,141.21199808219862,Core i7,4,1000,128,2,Windows
741,Dell,Notebook,2.0,8,Intel,2.0,665.0,0,0,100.45466986113651,Core i3,2,0,256,2,Windows
742,Toshiba,Notebook,2.5,8,Intel,1.25,1535.0,1,1,157.3505121487356,Core i5,3,0,256,2,Windows
743,Lenovo,2 in 1 Convertible,2.5,8,Intel,1.7,999.0,1,0,157.3505121487356,Core i5,3,0,256,2,Windows
744,Lenovo,Workstation,2.8,16,Nvidia,2.5,3299.0,0,1,282.42399616439724,Core i7,4,0,1000,2,Windows
745,Acer,Notebook,1.6,2,Intel,1.68,330.0,0,0,111.93520355955211,Celeron,1,0,0,2,Other
746,Samsung,Ultrabook,2.7,16,Intel,0.81,1649.0,0,0,165.6321180513006,Core i7,4,0,256,2,Windows
747,HP,Notebook,2.0,8,Intel,1.86,539.0,0,0,141.21199808219862,Core i3,2,0,256,2,Windows
748,Dell,Notebook,2.5,8,Intel,1.6,1126.71,0,0,111.93520355955211,Core i5,3,0,256,2,Windows
749,HP,Workstation,2.9,16,Nvidia,3.0,4389.0,0,1,127.33567457123111,Xeon,4,0,256,2,Windows
750,Lenovo,Netbook,1.6,4,Intel,1.4,475.0,1,0,135.0942111925629,Celeron,1,0,128,2,Windows
751,HP,Notebook,2.4,8,Intel,1.84,1900.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
752,Asus,Notebook,2.3,4,Nvidia,2.45,579.0,0,0,100.45466986113651,Core i5,3,1000,0,3,Other
753,Lenovo,Ultrabook,2.3,4,Intel,1.7,1096.0,0,0,157.3505121487356,Core i5,3,0,180,2,Windows
754,Asus,Notebook,2.7,4,Intel,2.37,849.9,0,0,100.45466986113651,Core i7,4,0,256,2,Windows
755,Lenovo,2 in 1 Convertible,1.8,8,Intel,1.3,1199.0,1,1,276.053530085501,Core i5,3,0,256,2,Windows
756,HP,Notebook,2.5,8,Nvidia,2.2,1099.0,0,1,141.21199808219862,Core i5,3,1000,128,3,Windows
757,HP,Workstation,2.6,8,Nvidia,2.59,1561.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
758,Dell,Gaming,2.8,16,Nvidia,4.42,2868.99,0,1,282.42399616439724,Core i7,4,1000,256,4,Windows
759,Acer,Notebook,2.5,4,Intel,2.1,599.0,0,0,100.45466986113651,Core i5,3,0,256,2,Windows
760,Lenovo,Gaming,2.8,8,Nvidia,2.5,1048.0,0,1,141.21199808219862,Core i7,4,1000,128,3,Windows
761,Dell,Ultrabook,2.8,16,Intel,1.18,1859.0,0,0,176.23257360658386,Core i7,4,0,256,2,Windows
762,Google,Ultrabook,1.2,8,Intel,1.1,1559.0,1,0,234.50740003017813,Core i5,3,0,256,2,Other
763,Asus,Ultrabook,2.5,8,Intel,1.2,1129.0,0,1,276.053530085501,Core i5,3,0,256,2,Windows
764,Dell,Notebook,2.0,4,Intel,1.65,849.0,0,0,117.82653006268643,Core i3,2,500,0,2,Windows
765,Acer,Notebook,2.3,4,Intel,1.6,655.0,0,0,117.82653006268643,Core i5,3,0,128,2,Windows
766,Asus,Notebook,1.1,4,Nvidia,2.8,470.34,0,0,90.58340172449303,Pentium,1,1000,0,2,Windows
767,Dell,Gaming,2.6,16,Nvidia,2.72,1099.0,1,1,282.42399616439724,Core i7,4,1000,128,3,Windows
768,Samsung,Ultrabook,2.7,8,Intel,1.31,1599.0,1,0,165.6321180513006,Core i7,4,0,256,2,Windows
769,Acer,Notebook,1.1,4,Intel,2.1,298.0,0,0,100.45466986113651,Pentium,1,1000,0,2,Other
770,Dell,Notebook,2.7,16,AMD,2.3,1181.27,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
771,Samsung,2 in 1 Convertible,2.7,16,AMD,1.71,1799.0,1,0,146.86047800548656,Core i7,4,0,256,2,Windows
772,Toshiba,Notebook,2.3,4,Intel,1.75,1020.0,0,1,111.93520355955211,Core i5,3,0,128,2,Windows
773,Dell,Gaming,2.8,8,Nvidia,2.62,1099.0,0,0,141.21199808219862,Core i7,4,1000,0,3,Windows
774,HP,Ultrabook,2.3,4,Intel,1.26,1244.0,0,0,125.36742798669837,Core i5,3,0,256,2,Windows
775,Asus,2 in 1 Convertible,2.7,12,Nvidia,2.3,839.0,1,0,141.21199808219862,Core i7,4,2000,0,2,Windows
776,Lenovo,Notebook,2.7,16,Nvidia,2.5,2370.0,0,0,282.42399616439724,Core i7,4,0,512,2,Windows
777,Acer,Notebook,2.4,4,Intel,1.8,636.0,0,1,157.3505121487356,Core i3,2,0,128,2,Windows
778,Razer,Gaming,2.8,16,Nvidia,1.95,2899.0,0,0,157.3505121487356,Core i7,4,0,512,4,Windows
779,Asus,Notebook,1.1,8,Intel,2.0,581.9,0,0,141.21199808219862,Pentium,1,0,128,2,Windows
780,Dell,Gaming,2.8,32,Nvidia,4.42,3588.8,0,1,127.33567457123111,Core i7,4,1000,1000,4,Windows
781,Asus,Gaming,2.6,16,Nvidia,4.3,2350.0,0,1,127.33567457123111,Core i7,4,1000,256,4,Windows
782,Toshiba,Ultrabook,2.6,16,Nvidia,1.47,1764.0,0,1,157.3505121487356,Core i7,4,0,512,2,Windows
783,Lenovo,Notebook,1.6,8,Intel,2.2,329.0,0,0,100.45466986113651,Celeron,1,1000,0,2,Other
784,Lenovo,Ultrabook,2.7,16,Intel,1.7,2299.0,0,0,157.3505121487356,Core i7,4,0,512,2,Windows
785,MSI,Gaming,2.8,16,Nvidia,1.6,1891.0,0,1,157.3505121487356,Core i7,4,1000,256,4,Windows
786,MSI,Gaming,2.5,8,Nvidia,2.2,1089.0,0,0,141.21199808219862,Core i5,3,1000,128,3,Windows
787,Lenovo,Gaming,2.8,4,Nvidia,2.4,999.0,0,1,141.21199808219862,Core i7,4,1000,0,3,Windows
788,Acer,Gaming,2.8,16,Nvidia,4.2,2299.0,0,1,127.33567457123111,Core i7,4,1000,256,4,Windows
789,Dell,Gaming,2.5,8,Nvidia,2.62,985.0,0,0,141.21199808219862,Core i5,3,0,256,3,Windows
790,Asus,Gaming,2.8,8,Nvidia,2.24,1339.0,0,0,141.21199808219862,Core i7,4,1000,128,4,Windows
791,Vero,Notebook,1.1,4,Intel,1.22,202.9,0,0,157.3505121487356,Celeron,1,0,0,2,Windows
792,Lenovo,2 in 1 Convertible,2.7,8,Intel,1.37,1970.0,1,1,165.6321180513006,Core i7,4,0,512,2,Windows
793,Lenovo,2 in 1 Convertible,2.5,8,AMD,2.08,959.0,1,0,141.21199808219862,Core i5,3,0,256,2,Windows
794,Apple,Ultrabook,1.2,8,Intel,0.92,1165.0,0,1,226.41554716935852,Core M,2,0,0,2,Mac
795,Lenovo,2 in 1 Convertible,2.5,8,Intel,1.42,2330.0,1,1,209.8006828649808,Core i5,3,0,256,2,Windows
796,Asus,Notebook,1.1,4,Intel,1.63,299.0,0,0,111.93520355955211,Celeron,1,0,0,2,Windows
797,Dell,Notebook,2.5,8,Intel,1.95,810.0,0,0,100.45466986113651,Core i5,3,0,128,2,Windows
798,Lenovo,2 in 1 Convertible,2.7,8,Intel,1.38,1349.0,1,1,158.48253022174808,Core i7,4,0,256,2,Windows
799,Dell,Notebook,2.0,8,AMD,2.0,739.0,0,0,141.21199808219862,Core i3,2,0,256,2,Windows
800,HP,Workstation,2.8,8,Nvidia,3.14,2064.9,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
801,Asus,Notebook,2.5,8,Intel,2.37,1099.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
802,Dell,Ultrabook,2.5,8,Intel,1.29,1499.0,0,0,165.6321180513006,Core i5,3,0,256,2,Windows
803,Dell,Notebook,2.5,8,Nvidia,2.06,1749.0,1,0,282.42399616439724,Core i5,3,0,256,3,Windows
804,Dell,Netbook,1.1,4,Intel,1.63,744.0,0,0,135.0942111925629,Pentium,1,0,128,2,Windows
805,HP,Netbook,2.6,8,Intel,1.26,1389.0,0,0,125.36742798669837,Core i5,3,0,256,2,Windows
806,Toshiba,Notebook,2.3,4,Intel,2.1,780.0,0,0,100.45466986113651,Core i5,3,500,0,2,Windows
807,HP,Notebook,2.5,8,AMD,2.04,629.0,0,0,100.45466986113651,A12-Series,1,2000,0,2,Windows
808,Dell,Gaming,2.8,16,Nvidia,2.62,1679.0,0,0,282.42399616439724,Core i7,4,0,512,3,Windows
809,Lenovo,Notebook,2.5,4,Nvidia,2.4,609.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Windows
810,HP,Gaming,2.8,12,AMD,3.74,1749.0,0,1,127.33567457123111,Core i7,4,1000,0,2,Windows
811,MSI,Gaming,2.8,16,Nvidia,2.9,2415.0,0,0,127.33567457123111,Core i7,4,1000,512,4,Windows
812,Samsung,Ultrabook,2.5,8,Intel,0.81,1499.0,0,0,165.6321180513006,Core i5,3,0,256,2,Windows
813,Dell,Notebook,2.7,8,Nvidia,1.98,961.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
814,Dell,Notebook,2.5,8,AMD,2.18,789.81,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
815,Lenovo,Ultrabook,2.7,8,Intel,1.32,1859.0,0,0,157.3505121487356,Core i7,4,0,256,2,Windows
816,Razer,Ultrabook,2.5,16,Intel,1.29,1799.0,1,1,352.4651472131677,Core i7,4,0,512,2,Windows
817,HP,Netbook,1.6,4,Intel,1.23,385.0,0,0,135.0942111925629,Celeron,1,0,0,2,Other
818,Dell,Gaming,2.8,16,Nvidia,4.36,2505.02,0,1,127.33567457123111,Core i7,4,1000,128,4,Windows
819,Dell,Notebook,2.3,4,Intel,1.76,755.0,0,0,111.93520355955211,Core i5,3,500,0,2,Windows
820,Lenovo,Notebook,2.0,4,Intel,2.1,489.9,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
821,Toshiba,Ultrabook,2.5,4,Intel,1.25,1090.0,0,0,111.93520355955211,Core i5,3,0,128,2,Windows
822,Lenovo,Ultrabook,2.7,8,Intel,1.13,2499.0,0,1,157.3505121487356,Core i7,4,0,512,2,Windows
823,MSI,Gaming,2.5,8,Nvidia,2.4,1199.0,0,0,141.21199808219862,Core i5,3,0,256,3,Windows
824,Lenovo,Ultrabook,2.5,8,Intel,1.13,1875.0,0,1,157.3505121487356,Core i5,3,0,0,2,Windows
825,Toshiba,Notebook,2.1,4,Intel,1.75,499.0,0,0,111.93520355955211,Pentium,1,0,128,2,Windows
826,Asus,2 in 1 Convertible,2.5,8,Intel,1.1,1358.0,1,0,165.6321180513006,Core i5,3,0,256,2,Windows
827,Dell,Notebook,2.0,4,Intel,1.76,585.0,0,0,111.93520355955211,Core i3,2,500,0,2,Windows
828,Acer,Netbook,1.6,4,Intel,1.35,355.0,0,1,135.0942111925629,Celeron,1,0,0,2,Other
829,Acer,Notebook,2.4,8,Intel,1.5,619.0,0,1,157.3505121487356,Core i3,2,0,128,2,Windows
830,Razer,Gaming,2.9,32,Nvidia,3.49,5499.0,1,0,254.67134914246222,Core i7,4,0,512,4,Windows
831,Lenovo,Ultrabook,2.6,16,Intel,1.1,2099.0,0,1,209.8006828649808,Core i7,4,0,512,2,Windows
832,Asus,Notebook,2.5,4,Nvidia,2.1,519.0,0,0,141.21199808219862,Core i5,3,1000,0,2,Other
833,Lenovo,Notebook,2.3,8,Intel,1.7,1186.0,0,0,157.3505121487356,Core i5,3,0,256,2,Windows
834,Lenovo,Notebook,2.6,8,Intel,1.32,1650.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
835,Dell,Gaming,2.8,16,Nvidia,3.21,2774.63,0,0,141.21199808219862,Core i7,4,1000,256,4,Windows
836,Asus,Gaming,2.8,16,Nvidia,2.9,2419.0,0,0,127.33567457123111,Core i7,4,1000,256,4,Windows
837,Toshiba,Notebook,2.4,4,Intel,2.0,669.0,0,0,100.45466986113651,Core i3,2,500,0,2,Windows
838,Lenovo,Notebook,1.6,4,Intel,1.5,325.0,0,0,111.93520355955211,Celeron,1,0,0,2,Other
839,Asus,Notebook,2.5,8,Intel,2.3,590.0,0,0,141.21199808219862,Core i5,3,128,0,2,Windows
840,Asus,Gaming,2.6,16,Nvidia,2.73,1799.0,0,0,127.33567457123111,Core i7,4,1000,512,4,Windows
841,Dell,Gaming,2.8,32,Nvidia,4.42,3072.89,0,1,127.33567457123111,Core i7,4,1000,512,4,Windows
842,HP,Notebook,2.5,8,Nvidia,2.63,910.0,0,0,106.11306214269258,Core i5,3,1000,0,2,Windows
843,Dell,Notebook,2.5,8,Intel,2.18,713.99,0,0,100.45466986113651,Core i5,3,0,128,2,Windows
844,HP,Ultrabook,2.5,8,Intel,1.54,1870.0,0,0,157.3505121487356,Core i7,4,0,512,2,Windows
845,Dell,Notebook,2.7,4,AMD,2.18,739.0,0,0,141.21199808219862,Core i7,4,0,256,2,Windows
846,HP,2 in 1 Convertible,1.1,4,Intel,1.4,615.0,1,0,135.0942111925629,Celeron,1,0,0,2,Other
847,Asus,Ultrabook,2.3,8,Nvidia,1.45,1026.0,0,1,165.6321180513006,Core i5,3,0,512,2,Windows
848,HP,2 in 1 Convertible,2.5,8,Intel,1.28,2277.0,1,0,165.6321180513006,Core i5,3,0,256,2,Windows
849,HP,Ultrabook,2.5,8,Intel,1.54,1468.0,0,0,157.3505121487356,Core i7,4,0,512,2,Windows
850,HP,Notebook,1.6,4,Intel,1.86,299.0,0,0,100.45466986113651,Celeron,1,0,128,2,Other
851,Asus,Gaming,2.8,16,Nvidia,2.1,1899.0,0,0,141.21199808219862,Core i7,4,1000,128,4,Windows
852,Dell,Notebook,2.7,8,AMD,2.83,865.0,0,0,127.33567457123111,Core i7,4,1000,0,2,Other
853,Lenovo,Ultrabook,2.8,8,Nvidia,1.96,1903.0,0,1,157.3505121487356,Core i7,4,0,256,2,Windows
854,Asus,Notebook,2.7,8,Nvidia,2.3,787.0,0,1,141.21199808219862,Core i7,4,0,256,2,Windows
855,Dell,Notebook,2.5,8,Intel,1.9,945.0,0,0,141.21199808219862,Core i5,3,0,128,2,Windows
856,Asus,Notebook,1.1,4,Intel,2.0,449.0,0,0,100.45466986113651,Pentium,1,1000,0,2,Windows
857,HP,2 in 1 Convertible,2.8,8,Intel,1.28,2559.0,1,0,165.6321180513006,Core i7,4,0,256,2,Windows
858,Dell,Notebook,2.3,8,Intel,1.62,649.0,1,0,165.6321180513006,Core i5,3,1000,0,2,Windows
859,Lenovo,Notebook,2.0,4,Intel,2.2,469.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Other
860,Lenovo,Notebook,2.5,8,Intel,2.3,850.66,0,1,141.21199808219862,Core i5,3,1000,0,2,Windows
861,HP,Notebook,2.6,8,AMD,1.84,1349.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
862,Toshiba,Notebook,2.5,4,Intel,1.05,1285.0,0,0,165.6321180513006,Core i5,3,0,128,2,Windows
863,Lenovo,Gaming,2.5,8,Nvidia,2.5,1017.0,0,1,141.21199808219862,Core i5,3,1000,0,3,Other
864,Dell,Ultrabook,2.5,16,Intel,1.29,2240.0,1,0,276.053530085501,Core i7,4,0,512,2,Windows
865,HP,Notebook,2.3,4,Intel,2.07,910.0,0,0,141.21199808219862,Core i5,3,500,0,2,Windows
866,Toshiba,Ultrabook,2.3,8,Intel,1.2,1095.0,0,0,117.82653006268643,Core i5,3,0,256,2,Windows
867,Lenovo,2 in 1 Convertible,2.7,8,Intel,1.37,1950.0,1,1,165.6321180513006,Core i7,4,0,256,2,Windows
868,Acer,Notebook,2.5,8,Intel,1.56,902.0,0,1,157.3505121487356,Core i5,3,0,256,2,Windows
869,Dell,Workstation,2.8,8,Nvidia,2.23,1778.0,0,0,141.21199808219862,Core i7,4,1000,0,2,Windows
870,Lenovo,Notebook,2.5,4,Intel,2.38,1055.0,0,0,100.45466986113651,Core i5,3,500,0,2,Windows
871,Lenovo,Notebook,2.0,4,AMD,2.2,479.0,0,0,141.21199808219862,Core i3,2,1000,0,2,Other
872,Toshiba,Notebook,2.7,8,Intel,2.0,1388.0,0,1,141.21199808219862,Core i7,4,0,256,2,Windows
873,Lenovo,Notebook,2.4,4,Intel,1.44,735.0,0,1,165.6321180513006,Core i3,2,0,180,2,Windows
874,Samsung,Ultrabook,2.7,16,Nvidia,1.23,1849.0,0,0,146.86047800548656,Core i7,4,0,256,2,Windows
875,Dell,Ultrabook,2.8,8,Intel,1.6,1690.0,0,0,176.23257360658386,Core i7,4,0,256,2,Windows
876,Asus,Notebook,1.1,4,Intel,2.0,398.99,0,0,100.45466986113651,Pentium,1,1000,0,2,Other
877,Xiaomi,Ultrabook,2.3,8,Nvidia,1.28,935.0,0,1,165.6321180513006,Core i5,3,0,256,2,Windows
878,Dell,Notebook,2.5,4,Nvidia,2.18,912.5,0,0,141.21199808219862,Core i5,3,1000,128,2,Windows
879,HP,Notebook,2.5,4,Intel,2.04,839.0,0,0,141.21199808219862,Core i5,3,0,256,2,Windows
880,HP,2 in 1 Convertible,2.5,4,Intel,1.28,1700.0,1,0,165.6321180513006,Core i5,3,0,256,2,Windows
